"device_id","timestamp","battery_level","battery_voltage","channel_id","device_name","device_type_id","event_priority_enum","gnss_state_enum","gnss_status","gsm_mcc","gsm_mnc","gsm_operator_code","gsm_signal_level","ident","movement_status","peer","position_altitude","position_direction","position_hdop","position_pdop","position_satellites","position_speed","position_valid","protocol_id","server_timestamp","sleep_mode_enum"
"5046452","1681807442","85","4","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","false","223.24.188.144:23388","0","0","0","0","0","0","false","14","1681807445.067991","0"
"5046452","1681878200","56","3.795","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:62128","0","0","0","0","0","0","false","14","1681878223.332313","0"
"5046452","1681879274","53","3.775","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:31533","0","0","0","0","0","0","false","14","1681879338.231904","0"
"5046452","1681879334","53","3.775","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","false","223.24.93.134:31533","0","0","0","0","0","0","false","14","1681879338.23238","0"
"5046452","1681879394","53","3.774","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:10462","0","0","0","0","0","0","false","14","1681879399.510906","0"
"5046452","1681879454","53","3.772","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:23500","0","0","0","0","0","0","false","14","1681879458.761286","0"
"5046452","1681879514","53","3.772","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:5673","0","0","0","0","0","0","false","14","1681879519.38502","0"
"5046452","1681879574","53","3.771","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:43827","0","0","0","0","0","0","false","14","1681879579.195506","0"
"5046452","1681879634","52","3.77","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:27340","0","0","0","0","0","0","false","14","1681879639.31785","0"
"5046452","1681879694","52","3.768","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:44733","0","0","0","0","0","0","false","14","1681879701.349877","0"
"5046452","1681879754","52","3.767","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:35673","0","0","0","0","0","0","false","14","1681879759.973964","0"
"5046452","1681879814","52","3.764","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","false","223.24.93.134:17220","0","0","0","0","0","0","false","14","1681879820.770709","0"
"5046452","1681879874","51","3.763","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","false","223.24.93.134:34021","0","0","0","0","0","0","false","14","1681879880.349864","0"
"5046452","1681879934","51","3.761","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","false","223.24.93.134:5818","0","0","0","0","0","0","false","14","1681879940.363353","0"
"5046452","1681880032","51","3.761","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:41497","0","0","0","0","0","0","false","14","1681880098.165538","0"
"5046452","1681880092","51","3.761","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:41497","0","0","0","0","0","0","false","14","1681880098.165859","0"
"5046452","1681880152","51","3.758","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","false","223.24.93.134:27417","0","0","0","0","0","0","false","14","1681880217.96491","0"
"5046452","1681880212","51","3.757","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","false","223.24.93.134:27417","0","0","0","0","0","0","false","14","1681880217.965123","0"
"5046452","1681880273","50","3.756","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:22325","0","0","0","0","0","0","false","14","1681880279.111991","0"
"5046452","1681880366","50","3.755","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","true","223.24.93.134:44713","0","0","0","0","0","0","false","14","1681880430.162133","0"
"5046452","1681880426","50","3.754","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","false","223.24.93.134:44713","0","0","0","0","0","0","false","14","1681880430.162383","0"
"5046452","1681880486","50","3.751","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:31707","0","0","0","0","0","0","false","14","1681880555.85127","0"
"5046452","1681880546","50","3.75","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:31707","0","0","0","0","0","0","false","14","1681880555.851634","0"
"5046452","1681880660","49","3.748","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","true","223.24.93.134:16397","0","0","0","0","0","0","false","14","1681880664.089201","0"
"5046452","1681880720","49","3.747","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:54028","0","0","0","0","0","0","false","14","1681880793.950095","0"
"5046452","1681880790","49","3.746","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","true","223.24.93.134:54028","0","0","0","0","0","0","false","14","1681880793.950354","0"
"5046452","1681880850","49","3.744","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:46292","0","0","0","0","0","0","false","14","1681880933.849402","0"
"5046452","1681880928","49","3.744","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:46292","0","0","0","0","0","0","false","14","1681880933.849674","0"
"5046452","1681881007","49","3.743","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","true","223.24.93.134:39222","0","0","0","0","0","0","false","14","1681881070.973289","0"
"5046452","1681881067","48","3.742","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:39222","0","0","0","0","0","0","false","14","1681881070.973707","0"
"5046452","1681881127","48","3.741","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:35726","0","0","0","0","0","0","false","14","1681881190.507664","0"
"5046452","1681881187","48","3.74","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:35726","0","0","0","0","0","0","false","14","1681881190.50808","0"
"5046452","1681881247","48","3.739","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:53729","0","0","0","0","0","0","false","14","1681881312.591714","0"
"5046452","1681881307","48","3.739","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:53729","0","0","0","0","0","0","false","14","1681881312.592104","0"
"5046452","1681881367","47","3.735","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:19250","0","0","0","0","0","0","false","14","1681881433.068768","0"
"5046452","1681881427","47","3.734","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:19250","0","0","0","0","0","0","false","14","1681881433.069027","0"
"5046452","1681881487","47","3.734","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:57695","0","0","0","0","0","0","false","14","1681881492.751384","0"
"5046452","1681881547","47","3.73","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:65510","0","0","0","0","0","0","false","14","1681881556.313021","0"
"5046452","1681881607","46","3.728","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:31465","0","0","0","0","0","0","false","14","1681881615.49115","0"
"5046452","1681881667","46","3.728","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:14161","0","0","0","0","0","0","false","14","1681881675.706104","0"
"5046452","1681881727","46","3.727","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:52733","0","0","0","0","0","0","false","14","1681881735.895689","0"
"5046452","1681881787","46","3.725","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:27963","0","0","0","0","0","0","false","14","1681881797.311172","0"
"5046452","1681881847","46","3.724","1147671","""rental HQ ""","507","0","2","true","520","99","52099","80","350424060996137","false","223.24.93.134:5366","0","0","0","0","0","0","false","14","1681881856.214042","0"
"5046452","1681881907","46","3.724","1147671","""rental HQ ""","507","0","2","true","520","99","52099","80","350424060996137","false","223.24.93.134:44076","0","0","0","0","0","0","false","14","1681881917.151918","0"
"5046452","1681881967","46","3.722","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:65433","0","0","0","0","0","0","false","14","1681881976.632157","0"
"5046452","1681882027","45","3.719","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:40785","0","0","0","0","0","0","false","14","1681882043.150309","0"
"5046452","1681882141","45","3.718","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","true","223.24.93.134:45437","0","0","0","0","0","0","false","14","1681882144.554248","0"
"5046452","1681882201","45","3.715","1147671","""rental HQ ""","507","0","2","true","520","99","52099","80","350424060996137","false","223.24.93.134:27179","0","0","0","0","0","0","false","14","1681882275.952869","0"
"5046452","1681882261","44","3.713","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:27179","0","0","0","0","0","0","false","14","1681882275.953027","0"
"5046452","1681882321","44","3.712","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:27095","0","0","0","0","0","0","false","14","1681882335.006018","0"
"5046452","1681882400","44","3.709","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","true","223.24.93.134:6036","0","0","0","0","0","0","false","14","1681882463.308021","0"
"5046452","1681882460","44","3.709","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:6036","0","0","0","0","0","0","false","14","1681882463.308209","0"
"5046452","1681882580","44","3.708","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","true","223.24.93.134:15614","0","0","0","0","0","0","false","14","1681882678.58714","0"
"5046452","1681882674","44","3.708","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:15614","0","0","0","0","0","0","false","14","1681882678.587413","0"
"5046452","1681882763","43","3.706","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:54049","0","0","0","0","0","0","false","14","1681882770.414072","0"
"5046452","1681882875","43","3.704","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","true","223.24.93.134:52564","0","0","0","0","0","0","false","14","1681882879.539806","0"
"5046452","1681882935","43","3.702","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:25093","0","0","0","0","0","0","false","14","1681883001.143788","0"
"5046452","1681882995","43","3.701","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:25093","0","0","0","0","0","0","false","14","1681883001.144072","0"
"5046452","1681883055","42","3.7","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:7413","0","0","0","0","0","0","false","14","1681883059.971628","0"
"5046452","1681883115","42","3.698","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:63832","0","0","0","0","0","0","false","14","1681883121.348326","0"
"5046452","1681883175","42","3.697","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:50287","0","0","0","0","0","0","false","14","1681883179.633779","0"
"5046452","1681883235","42","3.696","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:5411","0","0","0","0","0","0","false","14","1681883239.994159","0"
"5046452","1681883295","42","3.695","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:28015","0","0","0","0","0","0","false","14","1681883300.051387","0"
"5046452","1681883355","41","3.693","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:29842","0","0","0","0","0","0","false","14","1681883360.250132","0"
"5046452","1681883415","41","3.689","1147671","""rental HQ ""","507","0","2","true","520","99","52099","40","350424060996137","false","223.24.93.134:5382","0","0","0","0","0","0","false","14","1681883421.252148","0"
"5046452","1681883535","41","3.688","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","true","223.24.93.134:11618","0","0","0","0","0","0","false","14","1681883541.728316","0"
"5046452","1681883595","41","3.687","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:53483","0","0","0","0","0","0","false","14","1681883601.080747","0"
"5046452","1681883655","40","3.686","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:61080","0","0","0","0","0","0","false","14","1681883661.051949","0"
"5046452","1681883715","40","3.685","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:28153","0","0","0","0","0","0","false","14","1681883722.530569","0"
"5046452","1681883775","40","3.684","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:36273","0","0","0","0","0","0","false","14","1681883782.207416","0"
"5046452","1681883835","40","3.683","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:17044","0","0","0","0","0","0","false","14","1681883841.593622","0"
"5046452","1681883895","40","3.682","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:26780","0","0","0","0","0","0","false","14","1681883901.800769","0"
"5046452","1681883955","40","3.681","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:53228","0","0","0","0","0","0","false","14","1681883961.833641","0"
"5046452","1681884015","40","3.68","1147671","""rental HQ ""","507","0","2","true","520","99","52099","60","350424060996137","false","223.24.93.134:62747","0","0","0","0","0","0","false","14","1681884022.551939","0"
